client_id,snapshot_id,seq_num,server_timestamp,recv_time,latency_ms,jitter_ms,bandwidth_per_client_kbps
3,2775,2775,1765135107031,1765135107435,404,3.0,35.84
3,2785,2785,1765135107539,1765135107942,403,1.0,35.84
3,2795,2795,1765135108048,1765135108455,407,7.0,34.048
3,2805,2805,1765135108557,1765135108958,401,8.0,34.048
3,2815,2815,1765135109065,1765135109466,401,1.0,35.84
3,2825,2825,1765135109573,1765135109977,404,2.0,35.84
3,2835,2835,1765135110081,1765135110487,406,5.0,35.84
3,2845,2845,1765135110588,1765135110990,402,1.0,35.84
3,2855,2855,1765135111097,1765135111501,404,5.0,35.84
3,2865,2865,1765135111606,1765135112008,402,0.0,34.048
3,2875,2875,1765135112116,1765135112526,410,8.0,34.048
3,2885,2885,1765135112627,1765135113031,404,3.0,35.84
3,2895,2895,1765135113136,1765135113537,401,0.0,35.84
3,2905,2905,1765135113645,1765135114046,401,20.0,34.048
3,2915,2915,1765135114153,1765135114555,402,1.0,34.048
3,2925,2925,1765135114665,1765135115067,402,1.0,35.84
3,2935,2935,1765135115176,1765135115577,401,0.0,35.84
3,2945,2945,1765135115685,1765135116086,401,5.0,35.84
3,2955,2955,1765135116194,1765135116596,402,5.0,35.84
3,2965,2965,1765135116703,1765135117107,404,0.0,34.048
3,2975,2975,1765135117213,1765135117615,402,4.0,34.048
3,2985,2985,1765135117722,1765135118123,401,3.0,35.84
3,2995,2995,1765135118232,1765135118633,401,3.0,35.84
